Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
27762,honda,city,automatic,9,petrol,,41309,1,661000,delhi,,,5,sedan
27763,hyundai,verna,manual,11,diesel,,78872,2,442200,maharashtra,,,5,sedan
27764,maruti,dzire,manual,6,petrol,,42139,1,790000,haryana,,,5,sedan
27765,renault,captur,manual,7,diesel,,86533,1,542000,uttar pradesh,,,5,suv
27766,maruti,baleno,manual,5,petrol,,33459,2,661000,haryana,,,5,hatchback
27767,hyundai,i20,manual,13,petrol,,87753,1,212000,delhi,,,5,hatchback
27768,hyundai,elite i20,manual,7,petrol,,29620,1,577000,madhya pradesh,,,5,hatchback
27769,maruti,swift,manual,12,petrol,,122714,1,403000,,,,5,hatchback
27770,hyundai,venue,manual,4,petrol,,9564,1,801000,delhi,,,5,suv
27771,nissan,micra active,manual,8,petrol,,76381,1,307000,maharashtra,,,5,hatchback
27772,maruti,baleno,manual,8,petrol,,29782,2,637000,karnataka,,,5,hatchback
27773,datsun,redi go,manual,3,petrol,,6573,1,364000,west bengal,,,5,hatchback
27774,hyundai,new santro,manual,5,cng,,43415,1,494000,maharashtra,,,5,hatchback
27775,honda,brio,automatic,8,petrol,,30752,1,502000,haryana,,,5,hatchback
27776,hyundai,grand i10,automatic,9,petrol,,81868,2,498000,karnataka,,,5,hatchback
27777,maruti,celerio,manual,2,petrol,,3592,1,600000,uttar pradesh,,,5,hatchback
27778,renault,kwid,manual,5,petrol,,16174,1,421000,delhi,,,5,hatchback
27779,maruti,new wagon-r,manual,5,petrol,,22863,2,423000,haryana,,,5,hatchback
27780,honda,city,manual,5,petrol,,47815,2,730000,uttar pradesh,,,5,sedan
27781,maruti,wagon r 1.0,manual,14,petrol,,15347,1,199000,delhi,,,5,hatchback
27782,hyundai,verna,manual,7,petrol,,72575,1,538000,gujarat,,,5,sedan
27783,hyundai,creta,automatic,8,petrol,,55286,1,940000,tamil nadu,,,5,suv
27784,volkswagen,jetta,manual,10,petrol,,15817,1,841000,telangana,,,5,sedan
27785,maruti,baleno,manual,7,diesel,,50193,1,687000,maharashtra,,,5,hatchback
27786,maruti,baleno,manual,8,petrol,,44253,2,698000,karnataka,,,5,hatchback
27787,maruti,baleno,manual,8,petrol,,92890,1,483000,haryana,,,5,hatchback
27788,hyundai,creta,manual,7,petrol,,46813,1,971000,telangana,,,5,suv
27789,maruti,vitara brezza,manual,6,diesel,,74221,1,745000,haryana,,,5,suv
27790,honda,amaze,manual,4,petrol,,44069,1,581000,maharashtra,,,5,sedan
27791,renault,kwid,automatic,4,petrol,,22475,1,486000,haryana,,,5,hatchback
27792,maruti,baleno,manual,6,petrol,,24390,2,555000,west bengal,,,5,hatchback
27793,hyundai,eon,manual,6,petrol,,20102,2,311000,uttar pradesh,,,5,hatchback
27794,honda,city,automatic,11,diesel,,87012,2,638000,karnataka,,,5,sedan
27795,maruti,swift,manual,10,petrol,,56150,1,444000,maharashtra,,,5,hatchback
27796,honda,wr-v,manual,3,petrol,,23673,1,743000,uttar pradesh,,,5,suv
27797,toyota,corolla altis,automatic,7,petrol,,75836,1,1089000,delhi,,,5,lux_sedan
27798,maruti,celerio,manual,8,petrol,,63848,2,379000,maharashtra,,,5,hatchback
27799,hyundai,grand i10 nios,manual,3,cng,,12295,1,689000,maharashtra,,,5,hatchback
27800,hyundai,elite i20,manual,10,petrol,,63788,1,481000,maharashtra,,,5,hatchback
27801,maruti,swift,manual,10,petrol,,44597,1,278000,west bengal,,,5,hatchback
27802,nissan,terrano,manual,11,diesel,,73845,1,512000,maharashtra,,,5,suv
27803,toyota,yaris,manual,6,petrol,,29588,1,629000,haryana,,,5,sedan
27804,maruti,vitara brezza,manual,7,diesel,,93189,1,588000,haryana,,,5,suv
27805,hyundai,venue,manual,5,diesel,,61449,1,801000,chandigarh,,,5,suv
27806,nissan,micra active,manual,6,cng,,47340,2,439000,gujarat,,,5,hatchback
27807,renault,kwid,manual,7,petrol,,47837,1,313000,gujarat,,,5,hatchback
27808,maruti,swift,manual,11,petrol,,45015,1,340000,delhi,,,5,hatchback
27809,honda,jazz,manual,8,petrol,,44688,1,536000,maharashtra,,,5,hatchback
27810,hyundai,new elantra,automatic,7,petrol,,36647,2,1075650,karnataka,,,5,lux_sedan
27811,maruti,swift dzire,manual,11,petrol,,36140,1,576000,telangana,,,5,sedan
27812,hyundai,i10,manual,14,petrol,,46972,2,305000,karnataka,,,5,hatchback
27813,maruti,swift,manual,7,petrol,,64917,2,616000,karnataka,,,5,hatchback
27814,maruti,ciaz,manual,3,petrol,,69791,1,638000,telangana,,,5,sedan
27815,hyundai,grand i10 nios,manual,3,petrol,,7985,1,605000,punjab,,,5,hatchback
27816,mahindra,xuv 3oo,automatic,5,diesel,,40796,2,957000,maharashtra,,,5,suv
27817,tata,tigor,manual,3,petrol,,51617,1,537000,west bengal,,,5,sedan
27818,tata,altroz,manual,3,diesel,,23190,1,935000,tamil nadu,,,5,hatchback
27819,honda,city,automatic,5,petrol,,47456,1,1344000,karnataka,,,5,sedan
27820,maruti,xl6,automatic,4,petrol,,31882,1,937000,punjab,,,5,suv
27821,hyundai,grand i10 nios,automatic,5,petrol,,69353,1,695000,maharashtra,,,5,hatchback
27822,maruti,baleno,manual,5,petrol,,43697,1,579000,haryana,,,5,hatchback
27823,maruti,alto 800,manual,8,petrol,,77168,2,232000,uttar pradesh,,,5,hatchback
27824,maruti,dzire,manual,7,petrol,,45620,2,584000,uttar pradesh,,,5,sedan
27825,hyundai,verna,manual,7,petrol,,51947,2,757000,karnataka,,,5,sedan
27826,maruti,swift,automatic,6,diesel,,79695,1,759000,telangana,,,5,hatchback
27827,maruti,baleno,manual,3,petrol,,22808,1,781000,uttar pradesh,,,5,hatchback
27828,renault,kwid,manual,4,petrol,,26640,1,430000,haryana,,,5,hatchback
27829,maruti,ciaz,manual,5,petrol,,30513,1,503000,delhi,,,5,sedan
27830,hyundai,grand i10,manual,10,petrol,,56750,1,390000,haryana,,,5,hatchback
27831,skoda,rapid,manual,11,cng,,60200,2,600000,gujarat,,,5,sedan
27832,hyundai,grand i10,manual,10,petrol,,29575,1,413000,tamil nadu,,,5,hatchback
27833,hyundai,creta,automatic,4,petrol,,30751,1,1684000,gujarat,,,5,suv
27834,hyundai,elite i20,manual,9,petrol,,43159,3,493000,maharashtra,,,5,hatchback
27835,honda,amaze,manual,4,cng,,84657,1,541000,gujarat,,,5,sedan
27836,maruti,swift,manual,5,petrol,,69784,1,560000,rajasthan,,,5,hatchback
27837,maruti,alto 800,manual,10,petrol,,70145,1,276000,telangana,,,5,hatchback
27838,hyundai,verna,automatic,7,petrol,,17737,1,785000,maharashtra,,,5,sedan
27839,hyundai,elite i20,manual,8,petrol,,66630,2,577000,gujarat,,,5,hatchback
27840,maruti,swift,manual,7,diesel,,94926,1,705000,karnataka,,,5,hatchback
27841,hyundai,elite i20,manual,5,petrol,,35889,1,599000,maharashtra,,,5,hatchback
27842,maruti,swift,manual,10,petrol,,79320,1,340000,delhi,,,5,hatchback
27843,maruti,baleno,automatic,8,petrol,,20049,2,612000,maharashtra,,,5,hatchback
27844,hyundai,i10,manual,13,petrol,,67314,1,169000,west bengal,,,5,hatchback
27845,mahindra,tuv300,manual,8,diesel,,70625,1,615000,gujarat,,,5,suv
27846,maruti,ritz,manual,12,petrol,,124401,1,201000,,,,5,hatchback
27847,toyota,yaris,automatic,4,diesel,,33437,1,1658000,karnataka,,,5,sedan
27848,hyundai,verna,manual,13,diesel,,52807,1,550000,punjab,,,5,sedan
27849,honda,amaze,automatic,5,petrol,,66854,2,843000,tamil nadu,,,5,sedan
27850,maruti,celerio,manual,6,petrol,,59028,1,477000,telangana,,,5,hatchback
27851,honda,wr-v,manual,3,petrol,,23861,1,880000,tamil nadu,,,5,suv
27852,toyota,yaris,automatic,4,petrol,,96940,1,940000,andhra pradesh,,,5,sedan
27853,maruti,swift dzire,manual,10,diesel,,51028,1,568000,tamil nadu,,,5,sedan
27854,maruti,zen estilo,manual,14,petrol,,82224,1,157000,delhi,,,5,hatchback
27855,hyundai,new santro,manual,3,cng,,32150,1,551000,delhi,,,5,hatchback
27856,maruti,baleno,automatic,5,petrol,,61113,1,742000,west bengal,,,5,hatchback
27857,hyundai,i20,manual,11,diesel,,90106,2,388000,karnataka,,,5,hatchback
27858,maruti,alto 800,manual,7,petrol,,84685,1,318000,maharashtra,,,5,hatchback
27859,maruti,baleno,automatic,7,petrol,,41500,2,728000,karnataka,,,5,hatchback
27860,hyundai,verna,manual,6,petrol,,10821,1,781000,karnataka,,,5,sedan
27861,maruti,celerio,manual,9,petrol,,80029,1,323000,delhi,,,5,hatchback
27862,maruti,baleno,manual,4,petrol,,56177,1,644000,gujarat,,,5,hatchback
27863,maruti,baleno,manual,6,petrol,,27122,1,605000,delhi,,,5,hatchback
27864,maruti,swift,manual,3,petrol,,32161,1,545000,haryana,,,5,hatchback
27865,hyundai,grand i10,manual,7,petrol,,40795,1,474000,delhi,,,5,hatchback
27866,hyundai,verna,manual,8,petrol,,41207,1,666000,tamil nadu,,,5,sedan
27867,tata,punch,automatic,2,petrol,,8001,1,866250,gujarat,,,5,suv
27868,maruti,celerio,manual,6,cng,,51052,1,536000,maharashtra,,,5,hatchback
27869,maruti,swift,manual,11,diesel,,88163,2,454000,karnataka,,,5,hatchback
27870,renault,triber,manual,5,petrol,,32435,1,612000,maharashtra,,,5,suv
27871,honda,civic,automatic,5,petrol,,33836,1,981000,uttar pradesh,,,5,sedan
27872,honda,city,automatic,7,petrol,,29517,1,1037000,karnataka,,,5,sedan
27873,honda,city,manual,8,petrol,,53326,2,660000,telangana,,,5,sedan
27874,hyundai,i20,manual,13,petrol,,62929,1,280000,uttar pradesh,,,5,hatchback
27875,nissan,terrano,manual,9,diesel,,59295,1,406000,uttar pradesh,,,5,suv
27876,maruti,alto k10,manual,6,petrol,,34240,1,385000,karnataka,,,5,hatchback
27877,honda,city,manual,6,petrol,,51414,1,580000,maharashtra,,,5,sedan
27878,renault,kwid,manual,5,petrol,,40481,1,378000,west bengal,,,5,hatchback
27879,maruti,alto 800,manual,6,petrol,,33043,1,326000,punjab,,,5,hatchback
27880,maruti,celerio,manual,7,cng,,88386,2,400000,gujarat,,,5,hatchback
27881,maruti,alto k10,manual,10,petrol,,32940,2,277000,maharashtra,,,5,hatchback
27882,maruti,wagon r 1.0,manual,9,petrol,,52439,3,324000,gujarat,,,5,hatchback
27883,maruti,alto 800,manual,8,petrol,,40463,1,230000,west bengal,,,5,hatchback
27884,hyundai,i10,manual,13,petrol,,118300,2,274000,,,,5,hatchback
27885,maruti,celerio,automatic,7,petrol,,113785,1,414000,,,,5,hatchback
27886,ford,new figo,automatic,5,petrol,,43159,1,669000,maharashtra,,,5,hatchback
27887,maruti,swift,manual,11,petrol,,69748,2,448000,karnataka,,,5,hatchback
27888,maruti,ertiga,manual,10,diesel,,75603,1,483000,west bengal,,,5,suv
27889,maruti,swift,manual,10,petrol,,40337,1,599000,karnataka,,,5,hatchback
27890,maruti,baleno,manual,5,petrol,,19613,1,634000,delhi,,,5,hatchback
27891,hyundai,i20,manual,14,petrol,,61302,1,262000,delhi,,,5,hatchback
27892,hyundai,i20 active,manual,7,petrol,,69786,2,604000,tamil nadu,,,5,hatchback
27893,maruti,xl6,manual,3,petrol,,20593,1,1016000,delhi,,,5,suv
27894,mahindra,xuv 3oo,automatic,3,diesel,,15036,1,1248000,gujarat,,,5,suv
27895,maruti,swift,manual,12,petrol,,37480,2,347000,maharashtra,,,5,hatchback
27896,maruti,swift,manual,11,petrol,,70254,3,297000,delhi,,,5,hatchback
27897,maruti,swift,manual,12,diesel,,117622,1,335000,maharashtra,,,5,hatchback
27898,tata,nexon,manual,5,petrol,,73019,1,855000,maharashtra,,,5,suv
27899,honda,amaze,automatic,6,cng,,87335,1,636000,maharashtra,,,5,sedan
27900,ford,freestyle,manual,6,petrol,,62700,2,550000,karnataka,,,5,suv
27901,skoda,octavia,automatic,5,petrol,,39777,1,1800000,karnataka,,,5,lux_sedan
27902,hyundai,grand i10,manual,5,cng,,59689,1,528000,maharashtra,,,5,hatchback
27903,maruti,s presso,manual,3,cng,,15286,2,470000,maharashtra,,,5,hatchback
27904,honda,wr-v,manual,6,diesel,,42841,1,789000,maharashtra,,,5,suv
27905,hyundai,grand i10,manual,6,petrol,,61189,1,443000,madhya pradesh,,,5,hatchback
27906,hyundai,new santro,manual,6,petrol,,28364,1,495000,maharashtra,,,5,hatchback
27907,honda,amaze,manual,8,petrol,,86894,1,504000,gujarat,,,5,sedan
27908,hyundai,grand i10,manual,7,cng,,80700,1,448000,maharashtra,,,5,hatchback
27909,datsun,redi go,manual,3,petrol,,6227,1,358000,kerala,,,5,hatchback
27910,maruti,alto 800,manual,6,petrol,,57300,1,302000,tamil nadu,,,5,hatchback
27911,toyota,etios liva,manual,8,petrol,,36589,1,429000,maharashtra,,,5,hatchback
27912,hyundai,grand i10,manual,8,petrol,,52263,1,441000,maharashtra,,,5,hatchback
27913,honda,jazz,manual,8,petrol,,74374,1,439000,delhi,,,5,hatchback
27914,maruti,swift dzire,manual,14,petrol,,69975,1,193000,delhi,,,5,sedan
27915,toyota,etios liva,manual,12,petrol,,121735,2,331000,,,,5,hatchback
27916,hyundai,verna,automatic,8,petrol,,34108,1,733000,karnataka,,,5,sedan
27917,maruti,alto 800,manual,11,petrol,,73065,1,254800,karnataka,,,5,hatchback
27918,hyundai,elite i20,manual,6,petrol,,42839,2,605000,kerala,,,5,hatchback
27919,renault,kwid,manual,3,petrol,,42238,1,382000,rajasthan,,,5,hatchback
27920,maruti,ignis,automatic,6,petrol,,13535,2,501000,madhya pradesh,,,5,hatchback
27921,maruti,ertiga,manual,10,petrol,,62134,2,614000,maharashtra,,,5,suv
27922,hyundai,i10,manual,9,petrol,,35215,1,311000,delhi,,,5,hatchback
27923,hyundai,i10,manual,9,petrol,,76938,1,398800,karnataka,,,5,hatchback
27924,maruti,baleno,manual,3,petrol,,14130,1,594000,punjab,,,5,hatchback
27925,tata,tigor,manual,2,cng,,25533,1,877000,maharashtra,,,5,sedan
27926,hyundai,elite i20,manual,6,petrol,,37132,1,591000,maharashtra,,,5,hatchback
27927,datsun,go,manual,10,petrol,,62884,1,179000,west bengal,,,5,hatchback
27928,renault,kiger,manual,3,petrol,,27839,1,801000,karnataka,,,5,hatchback
27929,maruti,alto k10,manual,14,petrol,,79011,1,166000,delhi,,,5,hatchback
27930,hyundai,grand i10,manual,8,petrol,,115758,1,424000,,,,5,hatchback
27931,maruti,alto,manual,3,petrol,,15727,1,407000,gujarat,,,5,hatchback
27932,hyundai,eon,manual,11,petrol,,56780,2,207000,karnataka,,,5,hatchback
27933,volkswagen,polo,manual,13,petrol,,117773,1,271000,,,,5,hatchback
27934,maruti,alto,manual,4,petrol,,8142,2,365000,haryana,,,5,hatchback
27935,hyundai,creta,manual,4,diesel,,92108,1,1061000,haryana,,,5,suv
27936,honda,city,manual,9,petrol,,13267,1,816000,maharashtra,,,5,sedan
27937,maruti,wagon r 1.0,manual,8,petrol,,58426,1,394000,tamil nadu,,,5,hatchback
27938,kia,seltos,automatic,4,petrol,,63008,1,1778000,telangana,,,5,suv
27939,maruti,swift,manual,4,petrol,,76419,1,630000,tamil nadu,,,5,hatchback
27940,renault,kwid,manual,6,petrol,,40003,2,334000,karnataka,,,5,hatchback
27941,maruti,swift,manual,8,petrol,,62979,2,549000,kerala,,,5,hatchback
27942,maruti,alto k10,manual,14,petrol,,53614,1,171000,maharashtra,,,5,hatchback
27943,maruti,wagon r 1.0,manual,9,petrol,,53645,1,363000,telangana,,,5,hatchback
27944,maruti,swift,manual,3,petrol,,22321,1,658000,gujarat,,,5,hatchback
27945,hyundai,i10,manual,14,petrol,,23937,2,172000,uttar pradesh,,,5,hatchback
27946,hyundai,elite i20,manual,8,petrol,,37871,1,566000,delhi,,,5,hatchback
27947,maruti,swift,manual,11,petrol,,121617,2,379000,,,,5,hatchback
27948,hyundai,eon,manual,11,petrol,,63628,3,181000,gujarat,,,5,hatchback
27949,honda,city,manual,10,petrol,,37991,1,686000,delhi,,,5,sedan
27950,maruti,wagon r 1.0,manual,11,petrol,,63744,1,281000,andhra pradesh,,,5,hatchback
27951,hyundai,grand i10,manual,7,petrol,,28490,1,518000,gujarat,,,5,hatchback
27952,maruti,alto 800,manual,6,petrol,,51866,1,327000,maharashtra,,,5,hatchback
27953,hyundai,verna,manual,6,petrol,,50535,2,788000,uttar pradesh,,,5,sedan
27954,maruti,ignis,manual,5,petrol,,30013,1,565000,maharashtra,,,5,hatchback
27955,maruti,swift,manual,5,petrol,,24300,2,490000,bihar,,,5,hatchback
27956,maruti,wagon r 1.0,manual,7,petrol,,45376,1,386000,kerala,,,5,hatchback
27957,maruti,swift,manual,9,petrol,,20817,1,527000,tamil nadu,,,5,hatchback
27958,maruti,swift,manual,9,petrol,,84771,2,340000,west bengal,,,5,hatchback
27959,maruti,alto k10,automatic,7,petrol,,63016,1,355000,maharashtra,,,5,hatchback
27960,maruti,vitara brezza,automatic,6,diesel,,66502,1,791000,uttar pradesh,,,5,suv
27961,hyundai,venue,manual,4,petrol,,37312,1,1024000,telangana,,,5,suv
27962,honda,city,automatic,7,petrol,,49044,1,855000,rajasthan,,,5,sedan
27963,honda,wr-v,manual,5,petrol,,56529,1,715000,delhi,,,5,suv
27964,maruti,baleno,automatic,7,petrol,,120311,1,623000,,,,5,hatchback
27965,maruti,wagon r 1.0,manual,7,petrol,,30027,1,366000,bihar,,,5,hatchback
27966,maruti,swift,manual,5,petrol,,63802,2,681000,telangana,,,5,hatchback
27967,tata,tigor,manual,5,petrol,,83261,2,606000,karnataka,,,5,sedan
27968,maruti,alto 800,manual,11,petrol,,108636,1,219000,,,,5,hatchback
27969,hyundai,new santro,manual,3,petrol,,21080,1,542000,tamil nadu,,,5,hatchback
27970,maruti,s presso,manual,2,petrol,,14757,1,482000,punjab,,,5,hatchback
27971,maruti,swift dzire,manual,9,petrol,,38338,1,505000,madhya pradesh,,,5,sedan
27972,maruti,ciaz,manual,5,diesel,,82948,1,576000,west bengal,,,5,sedan
27973,hyundai,creta,automatic,8,petrol,,87921,1,946000,maharashtra,,,5,suv
27974,maruti,alto k10,manual,9,petrol,,58475,1,241000,haryana,,,5,hatchback
27975,renault,kwid,manual,7,petrol,,61374,1,315000,maharashtra,,,5,hatchback
27976,maruti,swift,manual,10,petrol,,68306,1,534000,karnataka,,,5,hatchback
27977,honda,city,manual,13,petrol,,54477,2,761000,delhi,,,5,sedan
27978,maruti,swift dzire,manual,9,petrol,,45622,1,340000,maharashtra,,,5,sedan
27979,hyundai,i10,manual,9,petrol,,70945,2,360000,karnataka,,,5,hatchback
27980,maruti,alto k10,automatic,6,petrol,,28971,1,412000,kerala,,,5,hatchback
27981,hyundai,venue,automatic,5,petrol,,34290,1,988000,maharashtra,,,5,suv
27982,hyundai,verna,manual,4,petrol,,47833,1,865000,gujarat,,,5,sedan
27983,maruti,swift,manual,7,petrol,,99511,1,513000,maharashtra,,,5,hatchback
27984,hyundai,verna,automatic,6,petrol,,18046,2,855000,karnataka,,,5,sedan
27985,kia,sonet,manual,4,diesel,,54956,1,1148000,tamil nadu,,,5,suv
27986,maruti,baleno,manual,7,diesel,,77813,1,602000,maharashtra,,,5,hatchback
27987,maruti,ciaz,manual,4,petrol,,19472,1,1070000,karnataka,,,5,sedan
27988,maruti,alto,manual,2,petrol,,29930,1,343000,haryana,,,5,hatchback
27989,hyundai,elite i20,manual,8,petrol,,72534,1,644000,karnataka,,,5,hatchback
27990,renault,kwid,automatic,6,petrol,,34430,2,420350,telangana,,,5,hatchback
27991,honda,amaze,manual,6,petrol,,41545,1,575000,maharashtra,,,5,sedan
27992,ford,ecosport,manual,11,petrol,,59978,2,430000,west bengal,,,5,suv
27993,hyundai,elite i20,manual,5,petrol,,34825,1,590000,uttar pradesh,,,5,hatchback
27994,maruti,baleno,manual,7,petrol,,80137,1,501000,delhi,,,5,hatchback
27995,maruti,dzire,automatic,6,petrol,,41462,1,1102000,karnataka,,,5,sedan
27996,maruti,baleno,manual,7,petrol,,46754,1,539000,tamil nadu,,,5,hatchback
27997,hyundai,grand i10 nios,manual,5,petrol,,18223,1,580000,delhi,,,5,hatchback
27998,tata,tigor,manual,3,petrol,,70179,1,532000,west bengal,,,5,sedan
27999,ford,ecosport,manual,5,petrol,,23724,1,833000,maharashtra,,,5,suv
28000,ford,ecosport,manual,6,diesel,,94521,1,718000,chandigarh,,,5,suv
28001,hyundai,venue,manual,5,petrol,,35706,1,846000,gujarat,,,5,suv
28002,maruti,swift,manual,12,diesel,,97868,1,456000,karnataka,,,5,hatchback
28003,hyundai,aura,manual,3,petrol,,38814,1,627000,delhi,,,5,sedan
28004,hyundai,grand i10,automatic,10,petrol,,16608,1,526000,karnataka,,,5,hatchback
28005,honda,amaze,manual,5,diesel,,94218,1,611000,karnataka,,,5,sedan
28006,maruti,ignis,manual,7,petrol,,23727,1,425000,haryana,,,5,hatchback
28007,hyundai,verna,manual,6,petrol,,51078,1,390000,delhi,,,5,sedan
28008,maruti,swift,manual,7,petrol,,22171,1,426000,delhi,,,5,hatchback
28009,datsun,go plus,manual,7,petrol,,6596,1,335000,maharashtra,,,5,hatchback
28010,hyundai,eon,manual,8,petrol,,38662,1,249000,kerala,,,5,hatchback
28011,hyundai,i10,manual,13,petrol,,70681,1,317000,karnataka,,,5,hatchback
28012,honda,brio,manual,9,petrol,,65394,1,455200,karnataka,,,5,hatchback
28013,maruti,vitara brezza,manual,8,diesel,,64794,1,599000,uttar pradesh,,,5,suv
28014,maruti,wagon r 1.0,manual,9,petrol,,33034,1,331600,delhi,,,5,hatchback
28015,skoda,slavia,manual,2,diesel,,53582,1,874000,gujarat,,,5,sedan
28016,hyundai,grand i10,manual,6,petrol,,23874,1,500000,delhi,,,5,hatchback
28017,tata,tiago nrg,manual,5,petrol,,51527,2,543000,karnataka,,,5,hatchback
28018,mahindra,xuv500,automatic,5,diesel,,30853,1,1790000,karnataka,,,7,lux_suv
28019,maruti,baleno,manual,4,petrol,,39705,1,636000,madhya pradesh,,,5,hatchback
28020,hyundai,grand i10 nios,manual,5,petrol,,42299,2,506000,uttar pradesh,,,5,hatchback
28021,maruti,swift dzire,manual,11,petrol,,29811,1,434000,maharashtra,,,5,sedan
28022,volkswagen,ameo,automatic,7,petrol,,26282,1,970000,karnataka,,,5,sedan
28023,hyundai,creta,manual,9,petrol,,76888,1,706000,delhi,,,5,suv
28024,maruti,ritz,manual,13,petrol,,51640,1,233000,gujarat,,,5,hatchback
28025,hyundai,xcent,manual,10,petrol,,68677,1,379000,west bengal,,,5,sedan
28026,maruti,swift,manual,11,petrol,,49347,1,348000,haryana,,,5,hatchback
28027,ford,ecosport,automatic,3,petrol,,11915,1,1098000,maharashtra,,,5,suv
28028,maruti,wagon r 1.0,manual,7,petrol,,22906,1,387000,maharashtra,,,5,hatchback
28029,maruti,alto,manual,13,petrol,,48360,1,173000,delhi,,,5,hatchback
28030,maruti,baleno,manual,5,petrol,,62610,1,535000,delhi,,,5,hatchback
28031,skoda,octavia,automatic,7,diesel,,94157,2,1415000,maharashtra,,,5,lux_sedan
28032,tata,nexon,manual,5,petrol,,27425,2,789000,tamil nadu,,,5,suv
28033,maruti,alto 800,manual,6,petrol,,50603,1,315000,tamil nadu,,,5,hatchback
28034,maruti,vitara brezza,manual,6,diesel,,63812,1,818000,maharashtra,,,5,suv
28035,tata,zest,manual,6,cng,,104628,3,350000,punjab,,,5,sedan
28036,maruti,s cross,manual,7,diesel,,81386,1,614000,uttar pradesh,,,5,suv
28037,hyundai,i10,manual,12,petrol,,123059,1,214000,,,,5,hatchback
28038,renault,kwid,manual,7,petrol,,64024,1,374000,karnataka,,,5,hatchback
28039,tata,tiago,manual,4,petrol,,15907,2,537000,telangana,,,5,hatchback
28040,maruti,alto 800,manual,5,petrol,,23204,1,308000,tamil nadu,,,5,hatchback
28041,hyundai,elite i20,manual,7,petrol,,31463,1,682000,tamil nadu,,,5,hatchback
28042,maruti,alto k10,manual,7,petrol,,44648,2,358000,tamil nadu,,,5,hatchback
28043,honda,jazz,manual,6,petrol,,24575,1,582000,maharashtra,,,5,hatchback
28044,maruti,celerio,automatic,8,petrol,,23308,1,487000,karnataka,,,5,hatchback
28045,hyundai,grand i10,manual,9,petrol,,71730,2,420000,karnataka,,,5,hatchback
28046,maruti,baleno,automatic,7,petrol,,63559,2,629000,tamil nadu,,,5,hatchback
28047,mahindra,kuv 100 nxt,manual,7,petrol,,21732,1,411000,telangana,,,5,suv
28048,tata,punch,manual,2,petrol,,10093,1,737000,tamil nadu,,,5,suv
28049,maruti,new wagon-r,manual,3,cng,,15632,1,592000,bihar,,,5,hatchback
28050,hyundai,grand i10,manual,9,petrol,,74732,1,437000,haryana,,,5,hatchback
28051,hyundai,grand i10,manual,7,petrol,,28608,1,505000,tamil nadu,,,5,hatchback
28052,honda,wr-v,manual,3,petrol,,19044,1,801000,punjab,,,5,suv
28053,maruti,baleno,automatic,7,petrol,,94529,1,528000,delhi,,,5,hatchback
28054,honda,wr-v,manual,5,diesel,,69396,1,744000,bihar,,,5,suv
28055,maruti,ciaz,manual,5,petrol,,73980,1,298000,west bengal,,,5,sedan
28056,hyundai,grand i10,manual,6,petrol,,46632,1,549000,telangana,,,5,hatchback
28057,hyundai,eon,manual,9,petrol,,75184,1,304000,tamil nadu,,,5,hatchback
28058,hyundai,grand i10,manual,6,petrol,,54795,3,414000,delhi,,,5,hatchback
28059,hyundai,verna,manual,11,petrol,,60366,1,333000,maharashtra,,,5,sedan
28060,honda,wr-v,manual,7,petrol,,44367,1,700000,bihar,,,5,suv
28061,honda,city,automatic,7,petrol,,70424,2,703000,telangana,,,5,sedan
28062,maruti,alto 800,manual,6,petrol,,38778,2,341000,tamil nadu,,,5,hatchback
28063,maruti,alto 800,manual,7,petrol,,76580,1,302000,telangana,,,5,hatchback
28064,skoda,rapid,automatic,6,cng,,37195,2,913000,haryana,,,5,sedan
28065,maruti,baleno,manual,8,petrol,,87367,1,533000,tamil nadu,,,5,hatchback
28066,honda,amaze,manual,11,petrol,,73041,1,370000,andhra pradesh,,,5,sedan
28067,maruti,wagon r 1.0,manual,8,petrol,,55768,2,405000,karnataka,,,5,hatchback
28068,maruti,ignis,automatic,6,petrol,,52777,1,549000,uttar pradesh,,,5,hatchback
28069,maruti,xl6,manual,4,petrol,,27295,1,1038000,maharashtra,,,5,suv
28070,hyundai,grand i10,manual,8,petrol,,41986,1,437000,punjab,,,5,hatchback
28071,volkswagen,ameo,manual,5,petrol,,0,1,604000,delhi,,,5,sedan
28072,hyundai,grand i10,manual,5,petrol,,27227,2,587000,karnataka,,,5,hatchback
28073,maruti,swift dzire,manual,12,diesel,,98497,1,352000,chandigarh,,,5,sedan
28074,maruti,celerio,automatic,8,petrol,,43291,1,417000,punjab,,,5,hatchback
28075,hyundai,verna,manual,6,petrol,,59067,2,418000,karnataka,,,5,sedan
28076,honda,city,manual,9,petrol,,70916,1,896000,gujarat,,,5,sedan
28077,maruti,swift,manual,14,petrol,,47741,1,207000,delhi,,,5,hatchback
28078,volkswagen,polo,manual,10,petrol,,29849,1,517000,maharashtra,,,5,hatchback
28079,hyundai,grand i10 nios,automatic,3,petrol,,10559,1,752000,tamil nadu,,,5,hatchback
28080,honda,jazz,manual,7,petrol,,53491,2,517000,delhi,,,5,hatchback
28081,hyundai,santro xing,manual,11,petrol,,51645,1,235000,haryana,,,5,hatchback
28082,hyundai,new i20,manual,3,petrol,,12007,1,695000,rajasthan,,,5,hatchback
28083,hyundai,creta,manual,7,diesel,,97420,1,697000,chandigarh,,,5,suv
